_id,_name,_industry,_sector,_headquarters,_founded
2012,Memphis Group,Industrials,Business support services,Milan,1982
2013,Menarini,Health care,Pharmaceuticals,Florence,1886
2014,Meridiana,Consumer services,Airlines,Olbia,1964
2015,Miche,Consumer goods,Recreational products,San Vendemiano,1919
2016,Milano Assicurazioni,Financials,Property & casualty insurance,Milan,1825
2017,Minarelli,Consumer goods,Auto parts,Calderara di Reno,1951
2018,Minardi,Consumer goods,Automobiles,Faenza,1979
2019,Missoni,Consumer goods,Clothing & accessories,Varese,1953
2020,Miu Miu,Consumer goods,Clothing & accessories,Milan,1993
2021,Mivar,Consumer goods,Consumer electronics,Abbiategrasso,1945
2022,Moby Lines,Industrials,Marine transportation,Milan,1959
2023,Momo,Consumer goods,Auto parts,Milan,1964
2024,Mondial,Consumer goods,Automobiles,Manerbio,1929
2025,Moon Boot,Consumer goods,Footwear,Giavera del Montello,1969
2026,Morbidelli,Consumer goods,Automobiles,Pesaro,1960
2027,Moretti Motor Company,Consumer goods,Automobiles,Turin,1925
2028,Moschino,Consumer goods,Clothing & accessories,Milan,1983
2029,Moser Cicli,Consumer goods,Recreational products,Trento,1979
2030,Moto Guzzi,Consumer goods,Automobiles,Mandello del Lario,1921
2031,Moto Morini,Consumer goods,Automobiles,Bologna,1937
2032,Moto Rumi,Consumer goods,Automobiles,Bergamo,?
2033,Motobi,Consumer goods,Automobiles,Pesaro,1949
2034,Mutti,Consumer goods,Food products,Montechiarugolo,1899
2035,MV Agusta,Consumer goods,Automobiles,Varese,1945
2036,Nardi,Consumer goods,Automobiles,Turin,1932
2037,Natuzzi,Consumer goods,Furnishings,Santeramo in Colle,1959
2038,Neos,Consumer services,Airlines,Somma Lombardo,2001
2039,New Holland Construction,Industrials,Commercial vehicles & trucks,Turin,1895
2040,Nolan,Consumer goods,Auto parts,Bergamo,1972
2041,Nordica,Consumer goods,Clothing & accessories,Giavera del Montello,1939
2042,Novarossi,Consumer goods,Recreational products,Monticelli Brusati,1984
2043,Nuova Cometra,Industrials,Commercial rail vehicles,Pace del Mela,1999
2044,Nuovo Banco Ambrosiano,Financials,Banks,Milan,1982
2045,OSCA,Consumer goods,Automobiles,San Lazzaro di Savena,1947
2046,Officine Meccaniche,Industrials,Commercial vehicles & trucks,Milan,1918
2047,Olidata,Technology,Software,Cesena,1982
2048,Olivetti,Consumer goods,Consumer electronics,Ivrea,1908
2049,OMAS,Consumer goods,Nondurable household products,Bologna,1925
2050,OMP Racing,Consumer goods,Auto parts,Ronco Scrivia,1973
2051,Onda Mobile Communication,Technology,Telecommunications equipment,Roveredo in Piano,2003[8]
2052,Osella,Consumer goods,Automobiles,Verolengo,1965
2053,Ostoni,Consumer goods,Durable household products,Cormano,1958
2054,OTO Melara,Industrials,Defense,Rome,1905
2055,OZ Group,Consumer goods,Tires,San Martino di Lupari,1971
2056,Pagani,Consumer goods,Automobiles,San Cesario sul Panaro,1992
2057,Pal Zileri,Consumer goods,Clothing & accessories,Vicenza,1980
2058,Panerai,Consumer goods,Clothing & accessories,Milan,1860
2059,Panini Comics,Consumer services,Publishing,Modena,1994
2060,Parmalat,Consumer goods,Food products,Collecchio,1961
2061,Partenavia,Industrials,Aerospace,Arzano,1957
2062,Paton,Consumer goods,Automobiles,Settimo Milanese,1958
2063,Peg Perego,Consumer goods,Toys,Arcore,1949
2064,Perazzi,Industrials,Defense,Brescia,1957
2065,Perfetti Van Melle,Consumer goods,Food products,Lainate/Breda,2001
2066,Perini Navi,Industrials,Shipbuilding,Viareggio,1983
2067,Permasteelisa,Industrials,Heavy construction,Vittorio Veneto,1973
2068,Peroni S.p.A.,Consumer goods,Recreational products,Gallarate,1792
2069,Persol,Consumer goods,Clothing & accessories,Agordo,1917
2070,Perugina,Consumer goods,Food products,Perugia,1907
2071,Piaggio Aerospace,Industrials,Aerospace & defense,Genoa,1884
2072,Piaggio,Consumer goods,Automobiles,Pontedera,1884
2073,Pinarello,Consumer goods,Recreational products,Treviso,1952
2074,Pininfarina,Consumer goods,Automobiles,Cambiano,1930
2075,Pirelli,Consumer goods,Tires,Milan,1872
2076,Pogliaghi,Consumer goods,Recreational products,Milan,1947
2077,Police,Consumer goods,Clothing & accessories,Venice,1983
2078,Poste Air Cargo,Consumer services,Airlines,Rome,1981
2079,Poste italiane,Industrials,Delivery services,Rome,1862
2080,Prada,Consumer goods,Clothing & accessories,Milan,1913
2081,Prinetti & Stucchi,Consumer goods,Recreational products,Milan,1901
2082,Prysmian Group,Industrials,Electrical components & equipment,Milan,2011
2083,RAI,Consumer services,Broadcasting & entertainment,Rome,1924
2084,Rancilio,Consumer goods,Durable household products,Parabiago,1927
2085,Ray-Ban,Consumer goods,Clothing & accessories,Milan,1936
2086,RCS MediaGroup,Consumer services,Publishing,Milan,1927
2087,Rifle,Consumer goods,Clothing & accessories,Prato,1958
2088,Rizzani de Eccher,Industrials,Heavy construction,Pozzuolo del Friuli,1831
2089,Sabelt,Consumer goods,Auto parts,Turin,1972
2090,Saeco,Consumer goods,Durable household products,Bologna,1981
2091,Safilo,Consumer goods,Clothing & accessories,Padua,1934
2092,Salini Impregilo,Industrials,Heavy construction,Milan,2014
2093,Salvatore Ferragamo S.p.A.,Consumer goods,Clothing & accessories,Florence,1928
2094,San Pellegrino,Consumer goods,Beverages,San Pellegrino Terme,1899
2095,Saras S.p.A.,Oil & gas,Oil & gas exploration & production,Sarroch,1962
2096,Seleco,Consumer goods,Consumer electronics,Milan,1965
2097,Selex ES,Industrials,Aerospace,Rome,2013
2098,Sergio Rossi,Consumer goods,Footwear,Milan,1966
2099,Shy,Consumer goods,Clothing & accessories,Venice,2001
2100,Siae Microelettronica,Technology,Telecommunications equipment,Cologno Monzese,1952
2101,SIAI-Marchetti,Industrials,Aerospace,Sesto Calende,1915
2102,Sicom test,Technology,Telecommunications equipment,Trieste,2003
2103,Sigma-Tau,Health care,Pharmaceuticals,Pomezia,1957
2104,Simmel Difesa,Industrials,Defense,Colleferro,1948
2105,Smeg,Consumer goods,Durable household products,Guastalla,1948
2106,Snam,Utilities,Gas distribution,San Donato Milanese,1941
2107,SNAV,Industrials,Marine transportation,Naples,1958
2108,Societ� Generale Immobiliare,Financials,Real estate holding & development,Rome,1862
2109,Societ� Torinese Automobili Rapid,Consumer goods,Automobiles,Turin,1904
2110,Soilmec,Industrials,Commercial vehicles & trucks,Cesena,1969
2111,Somec,Consumer goods,Recreational products,Lugo,1973
2112,Sparco,Consumer goods,Auto parts,Volpiano,1977
2113,SPEA,Technology,Semiconductors,Volpiano,1976
2114,Suomy,Consumer goods,Auto parts,Inverigo,1997
2115,Superga,Consumer goods,Footwear,Turin,1911
2116,Tanfoglio,Industrials,Defense,Gardone Val Trompia,1948
2117,Techint,Conglomerates,-,Milan,1945
2118,Technogym,Consumer goods,Recreational products,Cesena,1983
2119,Terra Modena,Consumer goods,Automobiles,Modena,2015
2120,Tirrenia,Industrials,Marine transportation,Naples,1936
2121,Tod's,Consumer goods,Clothing & accessories,Sant'Elpidio a Mare,1920
2122,Trussardi,Consumer goods,Clothing & accessories,Milan,1911
2123,Tuaca,Consumer goods,Distillers & vintners,Livorno,1938
2124,UBI Banca,Financials,Banks,Bergamo,2003
2125,UniCredit,Financials,Banks,Porta Nuova,1998
2126,Unipol,Financials,Banks,Bologna,1963
2127,UnoAErre,Consumer goods,Clothing & accessories,Arezzo,1926
2128,Valentino SpA,Consumer goods,Clothing & accessories,Milan,1960
2129,Versace,Consumer goods,Clothing & accessories,Milan,1978
2130,Vespa,Consumer goods,Automobiles,Pontedera,1946
2131,VF Venieri,Industrials,Commercial vehicles & trucks,Lugo,1948
2132,Viberti,Consumer goods,Automobiles,Pescara,1922
2133,Vibram,Consumer goods,Footwear,Albizzate,1937
2134,Vignale,Industrials,Commercial vehicles & trucks,Turin,1948
2135,Viscount,Consumer goods,Recreational products,Mondaino,1969
2136,VM Motori,Consumer goods,Auto parts,Cento,1947
2137,Voiello,Consumer goods,Food products,Torre Annunziata,1879
2138,Vyrus,Consumer goods,Automobiles,Coriano,2001
2139,Webuild,Industrials,Heavy construction,Milan,1959
2140,Wilier Triestina,Consumer goods,Recreational products,Rossano Veneto,1906
2141,YOOX Net-a-Porter Group,Consumer services,Clothing & accessories,Milan,2015
2142,Zagato,Industrials,Commercial vehicles & trucks,Rho,1919
2143,Zambon,Health care,Pharmaceuticals,Bresso,1906
2144,Zamperla,Consumer goods,Recreational products,Vicenza,1966
2145,Zanussi,Consumer goods,Durable household products,Pordenone,1916
2146,ABLV Bank,Financials,Banks,Riga,1993
2147,Aerodium Latvia,Industrials,Industrial machinery,Sigulda,2004[5]
2148,AirBaltic,Consumer services,Airlines,Riga,1995
2149,Ave Line,Industrials,Marine transportation,Riga,2000
2150,Baltic Coal Terminal,Industrials,Transportation services,Ventspils,2005
2151,Banka Baltija,Financials,Banks,Riga,1993
2152,Bank of Latvia,Financials,Banks,Riga,1992
2153,Bellaccord Electro,Consumer services,Broadcasting & entertainment,Riga,1931
2154,C?su Alus,Consumer goods,Brewers,C?sis,1590
2155,Citadele Banka,Financials,Banks,Riga,2010
2156,Dartz,Consumer goods,Automobiles,Riga,2008
2157,Diena,Consumer services,Publishing,Riga,1990
2158,Double Coffee,Consumer services,Restaurants & bars,Riga,2002
2159,Elko Grupa,Consumer goods,Consumer electronics,Riga,1993
2160,Ford-Vairogs,Consumer goods,Automobiles,Riga,1936
2161,Forticom,Technology,Software,Riga,1999
2162,Grindeks,Health care,Pharmaceuticals,Riga,1991
2163,Inversija,Industrials,Delivery services,Riga,1991
2164,Just5,Telecommunications,Telecommunications equipment,Riga,2008
2165,Laima,Consumer goods,Food products,Riga,1870
2166,Lattelecom,Telecommunications,Fixed line telecommunications,Riga,1992
2167,Latvenergo,Utilities,Conventional electricity,Riga,1958
2168,Latvian Mobile Telephone,Telecommunications,Mobile telecommunications,Riga,1992
2169,Latvian Shipping Company,Industrials,Marine transportation,Riga,1940
2170,Latvijas Balzams,Consumer goods,Soft drinks,Riga,1997
2171,Latvijas G?ze,Oil & gas,Exploration & production,Riga,1991
2172,Latvijas Kr?jbanka,Financials,Banks,Riga,1924
2173,Latvijas Pasts,Logistics,Delivery services,Riga,1992
2174,Microphone Records,Consumer services,Broadcasting & entertainment,Riga,1993
2175,Norvik Banka,Financials,Banks,Riga,1992
2176,Olainfarm,Health care,Pharmaceuticals,Olaine,1972
2177,Parex Bank,Financials,Banks,Riga,1992
2178,PrivatBank Latvia,Financials,Banks,Riga,2007
2179,RAF-Avia,Consumer services,Airlines,Riga,1990
2180,Rietumu Banka,Financials,Banks,Riga,1992
2181,Riga Autobus Factory,Consumer goods,Automobiles,Riga,1949
2182,Rimi Baltic,Consumer services,Food retailers & wholesalers,Riga,2004
2183,Russo-Balt,Consumer goods,Automobiles,Riga,1874
2184,SAF Tehnika,Technology,Telecommunications equipment,Riga,1999
2185,SEB Unibanka,Financials,Banks,Riga,1993[6]
2186,Sereal,Consumer goods,Recreational products,Riga,2011
2187,SmartLynx Airlines,Consumer services,Airlines,M?rupe,1993
2188,VEF,Consumer goods,Consumer electronics,Riga,1919
2189,Achema,Basic materials,Specialty chemicals,Jonava,1962
2190,Alita,Consumer goods,Brewers,Alytus,1963
2191,Apranga,Consumer services,Apparel retailers,Vilnius,1993
2192,Aurela,Consumer services,Airlines,Vilnius,1996
2193,Avia Solutions Group,Industrials,Transportation services,Vilnius,2010
2194,AviaAM Leasing,Industrials,Transportation services,Vilnius,2007
2195,Aviavilsa,Industrials,Delivery services,Vilnius,1999
2196,Avion Express,Consumer services,Airlines,Vilnius,2005
2197,Baltija Shipbuilding Yard,Industrials,Commercial vehicles & trucks,Klaip?da,1952
2198,Baltik vairas,Consumer goods,Recreational products,�iauliai,1993
2199,?ili,Consumer services,Restaurants & bars,Vilnius,1997
2200,DOT LT,Consumer services,Airlines,Karm?lava,2003
2201,Dvar?ioni? keramika,Industrials,Building materials & fixtures,Vilnius,1888
2202,Ekspla,Industrials,Electronic equipment,Vilnius,1983
2203,Gubernija,Consumer goods,Brewers,�iauliai,1665
2204,Kalnapilis,Consumer goods,Brewers,Panev?�ys,1902
2205,Lietuvos Dujos,Utilities,Gas distribution,Vilnius,1961
2206,Lietuvos Energija,Utilities,Conventional electricity,Vilnius,1997
2207,Lietuvos pa�tas,Consumer services,Delivery services,Vilnius,1918
2208,Maxima Group,Consumer services,Broadline retailers,Vilnius,1992
2209,Small Planet Airlines,Consumer services,Airlines,Vilnius,2007
2210,Stumbras,Consumer goods,Distillers & vintners,Kaunas,1906
2211,Tauras,Consumer goods,Brewers,Vilnius,1860
2212,Teo LT,Telecommunications,Fixed line telecommunications,Vilnius,1992
2213,?kio bankas,Financials,Banks,Kaunas,1989
2214,Vilniaus prekyba,Consumer services,Broadline retailers,Vilnius,1992
2215,Volfas Engelman,Consumer goods,Brewers,Kaunas,1853
2216,�IA valda,Financials,Investment services,Vilnius,1997
2217,Advanzia Bank,Financials,Banks,Munsbach,2005
2218,Arcelor,Basic materials,Iron & steel,Luxembourg City,2002
2219,ArcelorMittal,Basic materials,Iron & steel,Luxembourg City,2006
2220,Artec 3D,Technology,Technology Hardware & Equipment,Luxembourg City,2007
2221,Banque de Luxembourg,Financials,Banks,Luxembourg City,1920
2222,Banque et Caisse d'�pargne de l'�tat,Financials,Banks,Luxembourg City,1856
2223,Banque Raiffeisen,Financials,Banks,Leudelange,1926
2224,BGL BNP Paribas,Financials,Banks,Luxembourg City,1919
2225,BIP Investment Partners,Financials,Investment services,Luxembourg City,2000
2226,Brasserie Nationale,Consumer goods,Brewers,Bascharage,1975
2227,Cactus,Consumer services,Food retailers & wholesalers,Bereldange,1900
2228,Cargolux,Industrials,Delivery services,Sandweiler,1970
2229,Creos Luxembourg,Utilities,Multiutilities,Strassen,2009
2230,Central Bank of Luxembourg,Financials,Banks,Luxembourg City,1998
2231,Centre Hospitalier de Luxembourg,Health care,Health care providers,Luxembourg City,1975
2232,Ceratizit,Industrials,Diversified industrials,Mamer,2002
2233,Cipriani S.A.,Consumer services,Restaurants & bars,Luxembourg City,1931
2234,CVC Capital Partners,Financials,Asset managers,Luxembourg City,1981
2235,Editpress,Consumer services,Publishing,Luxembourg City,1913
2236,Foyer S.A.,Financials,Full line insurance,Luxembourg City,1922
2237,General Mediterranean Holding,Conglomerates,-,Luxembourg City,1979
2238,Genii Capital,Financials,Specialty finance,Howald,2008
2239,Gold & Wood,Consumer goods,Personal products,Luxembourg City,1995
2240,KBL European Private Bankers,Financials,Banks,Luxembourg City,1949
2241,Kulczyk Investments,Financials,Investment services,Luxembourg City,2007
2242,L�tzebuerger Journal,Consumer services,Publishing,Luxembourg City,1948
2243,Lionair,Consumer services,Airlines,Luxembourg City,1988
2244,Luvanis,Consumer goods,Clothing & accessories,Luxembourg City,2009
2245,Luxair,Consumer services,Airlines,Sandweiler,1962
2246,LuxAnimation,Consumer services,Broadcasting & entertainment,Doncols,2002
2247,Luxembourg Stock Exchange,Financials,Investment services,Luxembourg City,1928
2248,Luxempart,Financials,Investment services,Leudelange,1988
2249,Melusine,Consumer services,Broadcasting & entertainment,Howald,1997
2250,Mousel,Consumer goods,Brewers,Luxembourg City,1511
2251,ORCO,Financials,Real estate holding & development,Capellen,1991
2252,P&TLuxembourg,Telecommunications,Fixed line telecommunications,Luxembourg City,1992
2253,Radio Luxembourg,Consumer services,Broadcasting & entertainment,Luxembourg City,1933
2254,Regus,Industrials,Business support services,Luxembourg City,1989
2255,Reinet Investments,Financials,Investment services,Luxembourg City,2008
2256,Rotarex,Industrials,Industrial machinery,Lintgen,1922
2257,RTL Group,Consumer services,Broadcasting & entertainment,Kirchberg,1920
2258,Saint-Paul Luxembourg,Consumer services,Publishing,Luxembourg City,1848
2259,SES S.A.,Telecommunications,Mobile telecommunications,Betzdorf,1985
2260,Soci�t� Nationale de Cr�dit et d'Investissement,Financials,Banks,Luxembourg City,1978
2261,Soci�t� Nationale des Chemins de Fer Luxembourgeois,Industrials,Railroads,Luxembourg City,1946
2262,Strategic Airlines Luxembourg,Consumer services,Airlines,Luxembourg City,2010
2263,Streamworks International,Consumer services,Broadcasting & entertainment,Luxembourg City,2006
2264,Techniques d'Avant Garde,Consumer services,Airlines,Luxembourg City,1977
2265,Utopia Group,Consumer services,Recreational services,Luxembourg City,2002
2266,West Air Luxembourg,Industrials,Delivery services,Bertrange,2002
2267,Air Malta,Consumer services,Airlines,Luqa,1973
2268,APS Bank,Financials,Banks,Swatar,1910
2269,Bank of Valletta,Financials,Banks,Santa Venera,1974
2270,Central Bank of Malta,Financials,Banks,Valletta,1968
2271,Emmanuel Delicata,Consumer goods,Distillers & vintners,Valletta,1907
2272,GO,Telecommunications,Fixed line telecommunications,Marsa,1997
2273,HSBC Bank Malta,Financials,Banks,Valletta,1882
2274,Lombard Bank,Financials,Banks,Valletta,1969
2275,MaltaPost,Industrials,Delivery services,Marsa,1998
2276,Medavia,Consumer services,Airlines,Luqa,1978
2277,Media.link Communications,Consumer services,Publishing,Piet�,UNKNOWN
2278,Melita,Telecommunications,Fixed line telecommunications,Birkirkara[1],1992
2279,Multilotto,Consumer services,Gambling,St Julian's,2012
2280,One Productions,Consumer services,Broadcasting & entertainment,Marsa,1994
2281,Sag?tar,Consumer services,Publishing,Valletta,1971
2282,Simonds Farsons Cisk,Consumer goods,Brewers,Birkirkara,1928
2283,Unibet,Consumer services,Gambling,G?ira,1997
2284,Epic,Telecommunications,Mobile telecommunications,Luqa,1989
2285,Aalberts,Industrials,Electrical components & equipment,Utrecht,1981
2286,Abellio,Transport,"Bus, ferry and train services",Utrecht,2001
2287,ABN AMRO,Financials,Banks,Amsterdam,1991
2288,Adyen,Financials,Payments industry,Amsterdam,2006
2289,Accell Group,Consumer goods,Recreational products,Heerenveen,1998
